id,code,title,definition
1742528605,LB45.1,"46,XX gonadal dysgenesis","Karyotype 46 XX; Gonads: gonadal dysgenesis (streak gonads); Phenotype female with symptoms like primary amenorrhea, hypergonadotrophic hypogonadism, normal stature and no other abnormalities."
1302844719,LA61,Congenital sternomastoid tumour,
949055542,LD56.1,Gynogenetic chimaera,
388154264,LB43.0,Embryonic cyst of cervix,"A condition of the cervix, caused by a cluster of cells that have formed a closed sac or structures left behind from development during the antenatal period. This condition is characterised by air, fluid, or semi-solid material surrounded by a distinct membrane of cells with abnormal appearance and behaviour."
566805920,LB31.1,Congenital primary megaureter,"Congenital primary megaureter is an idiopathic condition in which the bladder and bladder outlet are normal but the ureter is dilated to some extent. It may be obstructed, refluxing or unobstructed and not refluxing."
995525654,LA87.0,Congenital anomaly of tricuspid valve,A congenital cardiovascular malformation in which there is an abnormality of the tricuspid valve.
924554858,LA88.42,Ventricular septal defect haemodynamically insignificant,"A congenital cardiac malformation in which there is one or more small, clinically insignificant ventricular septal defect(s) in the absence of flow-related cardiac chamber dilation or abnormal elevation of pulmonary arterial pressure.

Additional information: though restrictive ventricular septal defect is listed as a synonym of haemodynamically insignificant VSD, it should be recognised that some pressure restrictive ventricular septal defects will lead to flow-related chamber dilation, and thus would be haemodynamically significant. In such instances, the term haemodynamically insignificant ventricular septal defect should not be coded."
1265707522,LD41.K1,Duplications of the short arm of chromosome 20,
725439990,LA07,"Structural developmental anomalies of the neurenteric canal, spinal cord or vertebral column","Any condition caused by failure of the neurenteric canal, spinal cord and vertebral column to correctly develop during the antenatal period."
220096588,LB52.2,"Undescended testicle, bilateral","The situation in which both testicles in a male have not transitioned from the abdomen, and therefore appear absent from the scrotum."
1251061251,LA80.2,Mesocardia,A congenital cardiovascular malformation in which the heart is central or midline within the thorax.
182894151,LA02.00,Myelomeningocele with hydrocephalus,"A condition caused by failure of the neural tube to correctly develop during the antenatal period. This condition is characterised by nerve damage and hydrocephalus. This condition may also present with syringomyelia, hip dislocation, headache, nausea, vomiting, blurry vision, balance problems, bladder control problems, meningitis, or mental impairment."
458634958,LA00,Anencephaly or similar anomalies,"A malformation of the nervous system caused by the failure of neuropore closure. Infants are born with intact spinal cord, cerebellum, and brainstem, but lack formation of neural structures above this level. The skull is only partially formed but the eyes are usually normal."
1640384948,LB70,Structural developmental anomalies of cranium,Any condition caused by failure of the cranium to correctly develop during the antenatal period.
1271971260,LA13,Structural developmental anomalies of the posterior segment of eye,"Any condition caused by failure of the posterior segment of the eye to correctly develop during the antenatal period. These conditions are characterised by clinical, functional, or morphological changes to the posterior segment of the eye."
46579516,LA30.50,Early exfoliation of teeth,
181781948,LD24.4,Spondylometaphyseal dysplasias,Spondylometaphyseal dysplasias are a heterogeneous group of disorders associated with walking and growth disturbances that become evident during the second year of life. The disorders are characterised by platyspondyly (flattened vertebrae) and marked hip and knee metaphyseal lesions. The different forms of spondylometaphyseal dysplasia are distinguished by the localization and severity of involvement of the affected metaphyses.
684398038,LA42.2,Cleft uvula,Bifid uvula is a fissure type embryopathy affecting the uvula at the back of the soft palate.
810247271,LB53,Hypospadias,"Any condition of the urethra affecting males, caused by determinants arising during the antenatal period. These conditions are characterised by a malformation of the urethra and an abnormally placed urinary meatus."
966943049,LB75.0,Brachydactyly of fingers,A condition caused by failure of the fingers to correctly develop during the antenatal period. This condition is characterised by below normal finger length.
2052487317,,Hamartomata derived from dermal connective tissue,Hamartomatous malformations of dermal collagen and elastin.
8171196,,Developmental anomalies of skin pigmentation,Hamartomatous cutaneous malformations involving melanocytes including congenital pigmented naevi.
1749762534,LA75,Structural developmental anomalies of lungs,Any condition caused by failure of the lungs to correctly develop during the antenatal period.
1700740306,LA8A.23,Aortic valvar atresia,"A congenital cardiovascular malformation in which there is no orifice of the aortic valve.

Additional information: aortic valvar atresia will most often not be coded independently, as it is frequently included within the 'Hypoplastic left heart syndrome' code as part of this spectrum of cardiovascular malformations. However, there is a small subset of patients with aortic valve atresia who have a well developed left ventricle and mitral valve and a large ventricular septal defect (nonrestrictive or restrictive)."
989785304,LD2A.0,Ovotesticular disorder of sex development,"Ovotesticular disorder of sex development, formerly called true hermaphroditism, is a rare cause of genital ambiguity characterised by the presence of ovarian and testicular tissue in an individual, leading to development of both male and female structures."
